"date","temp_c","dew_c","humidity","wind_kph","pressure_hg","precip_mm","district","year","month"
2011-04-19,13.88,8.54,77,16.01,31.56,2.24,"arakawa-ku",2011,"april"
2011-04-20,12.81,6.41,69,8.54,31.87,0,"arakawa-ku",2011,"april"
2011-04-21,12.81,9.61,80,12.81,32.19,0.21,"arakawa-ku",2011,"april"
2011-04-22,16.01,11.74,77,9.61,32.09,0,"arakawa-ku",2011,"april"
2011-04-23,18.15,13.88,85,27.76,31.81,1.39,"arakawa-ku",2011,"april"
2011-04-24,17.08,12.81,70,14.95,31.68,0,"arakawa-ku",2011,"april"
2011-04-25,16.01,8.54,64,8.54,31.81,0.11,"arakawa-ku",2011,"april"
2011-04-26,16.01,7.47,62,13.88,31.94,0,"arakawa-ku",2011,"april"
2011-04-27,21.35,14.95,76,27.76,31.75,0,"arakawa-ku",2011,"april"
2011-04-28,21.35,13.88,70,24.55,31.46,0.21,"arakawa-ku",2011,"april"
2011-04-29,14.95,9.61,70,10.68,31.87,0.11,"arakawa-ku",2011,"april"
2011-04-30,18.15,11.74,72,18.15,32.09,0,"arakawa-ku",2011,"april"
2011-04-01,10.69,6.41,66,12.82,32.25,0,"bunkyo-ku",2011,"april"
2011-04-02,14.96,5.34,57,11.76,32,0,"bunkyo-ku",2011,"april"
2011-04-03,8.55,3.21,70,14.96,32.06,0.64,"bunkyo-ku",2011,"april"
2011-04-04,9.62,1.07,59,14.96,32.19,0,"bunkyo-ku",2011,"april"
2011-04-05,10.69,1.07,50,10.69,32.35,0,"bunkyo-ku",2011,"april"
2011-04-06,13.89,6.41,54,9.62,32.38,0,"bunkyo-ku",2011,"april"
2011-04-07,16.03,7.48,62,18.17,32.35,0,"bunkyo-ku",2011,"april"
2011-04-08,17.1,9.62,69,29.92,32.19,0,"bunkyo-ku",2011,"april"
2011-04-09,18.17,13.89,85,22.44,32.1,0.32,"bunkyo-ku",2011,"april"
2011-04-10,13.89,8.55,74,11.76,32.06,0.11,"bunkyo-ku",2011,"april"
2011-04-11,17.1,9.62,71,11.76,31.84,0,"bunkyo-ku",2011,"april"
2011-04-12,11.76,1.07,53,16.03,32,0.32,"bunkyo-ku",2011,"april"
2011-04-13,14.96,7.48,58,13.89,32.03,0,"bunkyo-ku",2011,"april"
2011-04-14,17.1,9.62,57,11.76,31.94,0,"bunkyo-ku",2011,"april"
2011-04-15,19.24,10.69,66,22.44,31.84,0,"bunkyo-ku",2011,"april"
2011-04-16,21.37,11.76,63,19.24,31.75,0.11,"bunkyo-ku",2011,"april"
2011-04-17,13.89,6.41,61,14.96,31.94,0,"bunkyo-ku",2011,"april"
2011-04-18,16.03,8.55,71,11.76,31.78,0,"bunkyo-ku",2011,"april"
2011-04-19,13.89,8.55,77,16.03,31.59,2.24,"bunkyo-ku",2011,"april"
2011-04-20,12.82,6.41,69,8.55,31.91,0,"bunkyo-ku",2011,"april"
2011-04-21,12.82,9.62,80,12.82,32.22,0.21,"bunkyo-ku",2011,"april"
2011-04-22,16.03,11.76,77,9.62,32.13,0,"bunkyo-ku",2011,"april"
2011-04-23,18.17,13.89,85,27.79,31.84,1.39,"bunkyo-ku",2011,"april"
2011-04-24,17.1,12.82,70,14.96,31.72,0,"bunkyo-ku",2011,"april"
2011-04-25,16.03,8.55,64,8.55,31.84,0.11,"bunkyo-ku",2011,"april"
2011-04-26,16.03,7.48,62,13.89,31.97,0,"bunkyo-ku",2011,"april"
2011-04-27,21.37,14.96,76,27.79,31.78,0,"bunkyo-ku",2011,"april"
2011-04-28,21.37,13.89,70,24.58,31.5,0.21,"bunkyo-ku",2011,"april"
2011-04-29,14.96,9.62,70,10.69,31.91,0.11,"bunkyo-ku",2011,"april"
2011-04-30,18.17,11.76,72,18.17,32.13,0,"bunkyo-ku",2011,"april"
2011-04-01,10.11,6.06,66,12.13,30.51,0,"chiyoda-ku",2011,"april"
2011-04-02,14.15,5.05,57,11.12,30.27,0,"chiyoda-ku",2011,"april"
2011-04-03,8.09,3.03,70,14.15,30.33,0.61,"chiyoda-ku",2011,"april"
2011-04-04,9.1,1.01,59,14.15,30.45,0,"chiyoda-ku",2011,"april"
2011-04-05,10.11,1.01,50,10.11,30.6,0,"chiyoda-ku",2011,"april"
2011-04-06,13.14,6.06,54,9.1,30.62,0,"chiyoda-ku",2011,"april"
2011-04-07,15.16,7.08,62,17.18,30.6,0,"chiyoda-ku",2011,"april"
2011-04-08,16.17,9.1,69,28.3,30.45,0,"chiyoda-ku",2011,"april"
2011-04-09,17.18,13.14,85,21.23,30.36,0.3,"chiyoda-ku",2011,"april"
2011-04-10,13.14,8.09,74,11.12,30.33,0.1,"chiyoda-ku",2011,"april"
2011-04-11,16.17,9.1,71,11.12,30.12,0,"chiyoda-ku",2011,"april"
2011-04-12,11.12,1.01,53,15.16,30.27,0.3,"chiyoda-ku",2011,"april"
2011-04-13,14.15,7.08,58,13.14,30.3,0,"chiyoda-ku",2011,"april"
2011-04-14,16.17,9.1,57,11.12,30.21,0,"chiyoda-ku",2011,"april"
2011-04-15,18.19,10.11,66,21.23,30.12,0,"chiyoda-ku",2011,"april"
2011-04-16,20.22,11.12,63,18.19,30.03,0.1,"chiyoda-ku",2011,"april"
2011-04-17,13.14,6.06,61,14.15,30.21,0,"chiyoda-ku",2011,"april"
2011-04-18,15.16,8.09,71,11.12,30.06,0,"chiyoda-ku",2011,"april"
2011-04-19,13.14,8.09,77,15.16,29.88,2.12,"chiyoda-ku",2011,"april"
2011-04-20,12.13,6.06,69,8.09,30.18,0,"chiyoda-ku",2011,"april"
2011-04-21,12.13,9.1,80,12.13,30.48,0.2,"chiyoda-ku",2011,"april"
2011-04-22,15.16,11.12,77,9.1,30.39,0,"chiyoda-ku",2011,"april"
2011-04-23,17.18,13.14,85,26.28,30.12,1.31,"chiyoda-ku",2011,"april"
2011-04-24,16.17,12.13,70,14.15,30,0,"chiyoda-ku",2011,"april"
2011-04-25,15.16,8.09,64,8.09,30.12,0.1,"chiyoda-ku",2011,"april"
2011-04-26,15.16,7.08,62,13.14,30.24,0,"chiyoda-ku",2011,"april"
2011-04-27,20.22,14.15,76,26.28,30.06,0,"chiyoda-ku",2011,"april"
2011-04-28,20.22,13.14,70,23.25,29.79,0.2,"chiyoda-ku",2011,"april"
2011-04-29,14.15,9.1,70,10.11,30.18,0.1,"chiyoda-ku",2011,"april"
2011-04-30,17.18,11.12,72,17.18,30.39,0,"chiyoda-ku",2011,"april"
2011-04-01,10.19,6.11,66,12.22,30.74,0,"chuo-ku",2011,"april"
2011-04-02,14.26,5.09,57,11.2,30.5,0,"chuo-ku",2011,"april"
2011-04-03,8.15,3.06,70,14.26,30.56,0.61,"chuo-ku",2011,"april"
2011-04-04,9.17,1.02,59,14.26,30.68,0,"chuo-ku",2011,"april"
2011-04-05,10.19,1.02,50,10.19,30.83,0,"chuo-ku",2011,"april"
2011-04-06,13.24,6.11,54,9.17,30.86,0,"chuo-ku",2011,"april"
2011-04-07,15.28,7.13,62,17.31,30.83,0,"chuo-ku",2011,"april"
2011-04-08,16.3,9.17,69,28.52,30.68,0,"chuo-ku",2011,"april"
2011-04-09,17.31,13.24,85,21.39,30.59,0.31,"chuo-ku",2011,"april"
2011-04-10,13.24,8.15,74,11.2,30.56,0.1,"chuo-ku",2011,"april"
2011-04-11,16.3,9.17,71,11.2,30.35,0,"chuo-ku",2011,"april"
2011-04-12,11.2,1.02,53,15.28,30.5,0.31,"chuo-ku",2011,"april"
2011-04-13,14.26,7.13,58,13.24,30.53,0,"chuo-ku",2011,"april"
2011-04-14,16.3,9.17,57,11.2,30.44,0,"chuo-ku",2011,"april"
2011-04-15,18.33,10.19,66,21.39,30.35,0,"chuo-ku",2011,"april"
2011-04-16,20.37,11.2,63,18.33,30.26,0.1,"chuo-ku",2011,"april"
2011-04-17,13.24,6.11,61,14.26,30.44,0,"chuo-ku",2011,"april"
2011-04-18,15.28,8.15,71,11.2,30.29,0,"chuo-ku",2011,"april"
2011-04-19,13.24,8.15,77,15.28,30.11,2.14,"chuo-ku",2011,"april"
2011-04-20,12.22,6.11,69,8.15,30.41,0,"chuo-ku",2011,"april"
2011-04-21,12.22,9.17,80,12.22,30.71,0.2,"chuo-ku",2011,"april"
2011-04-22,15.28,11.2,77,9.17,30.62,0,"chuo-ku",2011,"april"
2011-04-23,17.31,13.24,85,26.48,30.35,1.32,"chuo-ku",2011,"april"
2011-04-24,16.3,12.22,70,14.26,30.23,0,"chuo-ku",2011,"april"
2011-04-25,15.28,8.15,64,8.15,30.35,0.1,"chuo-ku",2011,"april"
2011-04-26,15.28,7.13,62,13.24,30.47,0,"chuo-ku",2011,"april"
2011-04-27,20.37,14.26,76,26.48,30.29,0,"chuo-ku",2011,"april"
2011-04-28,20.37,13.24,70,23.43,30.02,0.2,"chuo-ku",2011,"april"
2011-04-29,14.26,9.17,70,10.19,30.41,0.1,"chuo-ku",2011,"april"
2011-04-30,17.31,11.2,72,17.31,30.62,0,"chuo-ku",2011,"april"
2011-04-01,9.89,5.93,66,11.87,29.84,0,"edogawa-ku",2011,"april"
2011-04-02,13.84,4.94,57,10.88,29.61,0,"edogawa-ku",2011,"april"
2011-04-03,7.91,2.97,70,13.84,29.67,0.59,"edogawa-ku",2011,"april"
2011-04-04,8.9,0.99,59,13.84,29.79,0,"edogawa-ku",2011,"april"
2011-04-05,9.89,0.99,50,9.89,29.93,0,"edogawa-ku",2011,"april"
2011-04-06,12.86,5.93,54,8.9,29.96,0,"edogawa-ku",2011,"april"
2011-04-07,14.83,6.92,62,16.81,29.93,0,"edogawa-ku",2011,"april"
2011-04-08,15.82,8.9,69,27.69,29.79,0,"edogawa-ku",2011,"april"
2011-04-09,16.81,12.86,85,20.77,29.7,0.3,"edogawa-ku",2011,"april"
2011-04-10,12.86,7.91,74,10.88,29.67,0.1,"edogawa-ku",2011,"april"
2011-04-11,15.82,8.9,71,10.88,29.47,0,"edogawa-ku",2011,"april"
2011-04-12,10.88,0.99,53,14.83,29.61,0.3,"edogawa-ku",2011,"april"
2011-04-13,13.84,6.92,58,12.86,29.64,0,"edogawa-ku",2011,"april"
2011-04-14,15.82,8.9,57,10.88,29.55,0,"edogawa-ku",2011,"april"
2011-04-15,17.8,9.89,66,20.77,29.47,0,"edogawa-ku",2011,"april"
2011-04-16,19.78,10.88,63,17.8,29.38,0.1,"edogawa-ku",2011,"april"
2011-04-17,12.86,5.93,61,13.84,29.55,0,"edogawa-ku",2011,"april"
2011-04-18,14.83,7.91,71,10.88,29.41,0,"edogawa-ku",2011,"april"
2011-04-19,12.86,7.91,77,14.83,29.23,2.08,"edogawa-ku",2011,"april"
2011-04-20,11.87,5.93,69,7.91,29.52,0,"edogawa-ku",2011,"april"
2011-04-21,11.87,8.9,80,11.87,29.82,0.2,"edogawa-ku",2011,"april"
2011-04-22,14.83,10.88,77,8.9,29.73,0,"edogawa-ku",2011,"april"
2011-04-23,16.81,12.86,85,25.71,29.47,1.29,"edogawa-ku",2011,"april"
2011-04-24,15.82,11.87,70,13.84,29.35,0,"edogawa-ku",2011,"april"
2011-04-25,14.83,7.91,64,7.91,29.47,0.1,"edogawa-ku",2011,"april"
2011-04-26,14.83,6.92,62,12.86,29.58,0,"edogawa-ku",2011,"april"
2011-04-27,19.78,13.84,76,25.71,29.41,0,"edogawa-ku",2011,"april"
2011-04-28,19.78,12.86,70,22.74,29.14,0.2,"edogawa-ku",2011,"april"
2011-04-29,13.84,8.9,70,9.89,29.52,0.1,"edogawa-ku",2011,"april"
2011-04-30,16.81,10.88,72,16.81,29.73,0,"edogawa-ku",2011,"april"
2011-04-01,10.47,6.28,66,12.56,31.59,0,"itabashi-ku",2011,"april"
2011-04-02,14.65,5.23,57,11.51,31.34,0,"itabashi-ku",2011,"april"
2011-04-03,8.37,3.14,70,14.65,31.4,0.63,"itabashi-ku",2011,"april"
2011-04-04,9.42,1.05,59,14.65,31.52,0,"itabashi-ku",2011,"april"
2011-04-05,10.47,1.05,50,10.47,31.68,0,"itabashi-ku",2011,"april"
2011-04-06,13.61,6.28,54,9.42,31.71,0,"itabashi-ku",2011,"april"
2011-04-07,15.7,7.33,62,17.79,31.68,0,"itabashi-ku",2011,"april"
2011-04-08,16.75,9.42,69,29.3,31.52,0,"itabashi-ku",2011,"april"
2011-04-09,17.79,13.61,85,21.98,31.43,0.31,"itabashi-ku",2011,"april"
2011-04-10,13.61,8.37,74,11.51,31.4,0.1,"itabashi-ku",2011,"april"
2011-04-11,16.75,9.42,71,11.51,31.18,0,"itabashi-ku",2011,"april"
2011-04-12,11.51,1.05,53,15.7,31.34,0.31,"itabashi-ku",2011,"april"
2011-04-13,14.65,7.33,58,13.61,31.37,0,"itabashi-ku",2011,"april"
2011-04-14,16.75,9.42,57,11.51,31.28,0,"itabashi-ku",2011,"april"
2011-04-15,18.84,10.47,66,21.98,31.18,0,"itabashi-ku",2011,"april"
2011-04-16,20.93,11.51,63,18.84,31.09,0.1,"itabashi-ku",2011,"april"
2011-04-17,13.61,6.28,61,14.65,31.28,0,"itabashi-ku",2011,"april"
2011-04-18,15.7,8.37,71,11.51,31.12,0,"itabashi-ku",2011,"april"
2011-04-19,13.61,8.37,77,15.7,30.94,2.2,"itabashi-ku",2011,"april"
2011-04-20,12.56,6.28,69,8.37,31.25,0,"itabashi-ku",2011,"april"
2011-04-21,12.56,9.42,80,12.56,31.56,0.21,"itabashi-ku",2011,"april"
2011-04-22,15.7,11.51,77,9.42,31.46,0,"itabashi-ku",2011,"april"
2011-04-23,17.79,13.61,85,27.21,31.18,1.36,"itabashi-ku",2011,"april"
2011-04-24,16.75,12.56,70,14.65,31.06,0,"itabashi-ku",2011,"april"
2011-04-25,15.7,8.37,64,8.37,31.18,0.1,"itabashi-ku",2011,"april"
2011-04-26,15.7,7.33,62,13.61,31.31,0,"itabashi-ku",2011,"april"
2011-04-27,20.93,14.65,76,27.21,31.12,0,"itabashi-ku",2011,"april"
2011-04-28,20.93,13.61,70,24.07,30.84,0.21,"itabashi-ku",2011,"april"
2011-04-29,14.65,9.42,70,10.47,31.25,0.1,"itabashi-ku",2011,"april"
2011-04-30,17.79,11.51,72,17.79,31.46,0,"itabashi-ku",2011,"april"
2011-04-01,9.73,5.84,66,11.68,29.38,0,"katsushika-ku",2011,"april"
2011-04-02,13.63,4.87,57,10.71,29.15,0,"katsushika-ku",2011,"april"
2011-04-03,7.79,2.92,70,13.63,29.2,0.58,"katsushika-ku",2011,"april"
2011-04-04,8.76,0.97,59,13.63,29.32,0,"katsushika-ku",2011,"april"
2011-04-05,9.73,0.97,50,9.73,29.46,0,"katsushika-ku",2011,"april"
2011-04-06,12.65,5.84,54,8.76,29.49,0,"katsushika-ku",2011,"april"
2011-04-07,14.6,6.81,62,16.55,29.46,0,"katsushika-ku",2011,"april"
2011-04-08,15.57,8.76,69,27.26,29.32,0,"katsushika-ku",2011,"april"
2011-04-09,16.55,12.65,85,20.44,29.23,0.29,"katsushika-ku",2011,"april"
2011-04-10,12.65,7.79,74,10.71,29.2,0.1,"katsushika-ku",2011,"april"
2011-04-11,15.57,8.76,71,10.71,29,0,"katsushika-ku",2011,"april"
2011-04-12,10.71,0.97,53,14.6,29.15,0.29,"katsushika-ku",2011,"april"
2011-04-13,13.63,6.81,58,12.65,29.18,0,"katsushika-ku",2011,"april"
2011-04-14,15.57,8.76,57,10.71,29.09,0,"katsushika-ku",2011,"april"
2011-04-15,17.52,9.73,66,20.44,29,0,"katsushika-ku",2011,"april"
2011-04-16,19.47,10.71,63,17.52,28.92,0.1,"katsushika-ku",2011,"april"
2011-04-17,12.65,5.84,61,13.63,29.09,0,"katsushika-ku",2011,"april"
2011-04-18,14.6,7.79,71,10.71,28.95,0,"katsushika-ku",2011,"april"
2011-04-19,12.65,7.79,77,14.6,28.77,2.04,"katsushika-ku",2011,"april"
2011-04-20,11.68,5.84,69,7.79,29.06,0,"katsushika-ku",2011,"april"
2011-04-21,11.68,8.76,80,11.68,29.35,0.19,"katsushika-ku",2011,"april"
2011-04-22,14.6,10.71,77,8.76,29.26,0,"katsushika-ku",2011,"april"
2011-04-23,16.55,12.65,85,25.31,29,1.27,"katsushika-ku",2011,"april"
2011-04-24,15.57,11.68,70,13.63,28.89,0,"katsushika-ku",2011,"april"
2011-04-25,14.6,7.79,64,7.79,29,0.1,"katsushika-ku",2011,"april"
2011-04-26,14.6,6.81,62,12.65,29.12,0,"katsushika-ku",2011,"april"
2011-04-27,19.47,13.63,76,25.31,28.95,0,"katsushika-ku",2011,"april"
2011-04-28,19.47,12.65,70,22.39,28.69,0.19,"katsushika-ku",2011,"april"
2011-04-29,13.63,8.76,70,9.73,29.06,0.1,"katsushika-ku",2011,"april"
2011-04-30,16.55,10.71,72,16.55,29.26,0,"katsushika-ku",2011,"april"
2011-04-01,10.27,6.16,66,12.33,31,0,"kita-ku",2011,"april"
2011-04-02,14.38,5.14,57,11.3,30.76,0,"kita-ku",2011,"april"
2011-04-03,8.22,3.08,70,14.38,30.82,0.62,"kita-ku",2011,"april"
2011-04-04,9.25,1.03,59,14.38,30.94,0,"kita-ku",2011,"april"
2011-04-05,10.27,1.03,50,10.27,31.09,0,"kita-ku",2011,"april"
2011-04-06,13.35,6.16,54,9.25,31.12,0,"kita-ku",2011,"april"
2011-04-07,15.41,7.19,62,17.46,31.09,0,"kita-ku",2011,"april"
2011-04-08,16.44,9.25,69,28.76,30.94,0,"kita-ku",2011,"april"
2011-04-09,17.46,13.35,85,21.57,30.85,0.31,"kita-ku",2011,"april"
2011-04-10,13.35,8.22,74,11.3,30.82,0.1,"kita-ku",2011,"april"
2011-04-11,16.44,9.25,71,11.3,30.61,0,"kita-ku",2011,"april"
2011-04-12,11.3,1.03,53,15.41,30.76,0.31,"kita-ku",2011,"april"
2011-04-13,14.38,7.19,58,13.35,30.79,0,"kita-ku",2011,"april"
2011-04-14,16.44,9.25,57,11.3,30.7,0,"kita-ku",2011,"april"
2011-04-15,18.49,10.27,66,21.57,30.61,0,"kita-ku",2011,"april"
2011-04-16,20.55,11.3,63,18.49,30.52,0.1,"kita-ku",2011,"april"
2011-04-17,13.35,6.16,61,14.38,30.7,0,"kita-ku",2011,"april"
2011-04-18,15.41,8.22,71,11.3,30.55,0,"kita-ku",2011,"april"
2011-04-19,13.35,8.22,77,15.41,30.37,2.16,"kita-ku",2011,"april"
2011-04-20,12.33,6.16,69,8.22,30.67,0,"kita-ku",2011,"april"
2011-04-21,12.33,9.25,80,12.33,30.97,0.21,"kita-ku",2011,"april"
2011-04-22,15.41,11.3,77,9.25,30.88,0,"kita-ku",2011,"april"
2011-04-23,17.46,13.35,85,26.71,30.61,1.34,"kita-ku",2011,"april"
2011-04-24,16.44,12.33,70,14.38,30.49,0,"kita-ku",2011,"april"
2011-04-25,15.41,8.22,64,8.22,30.61,0.1,"kita-ku",2011,"april"
2011-04-26,15.41,7.19,62,13.35,30.73,0,"kita-ku",2011,"april"
2011-04-27,20.55,14.38,76,26.71,30.55,0,"kita-ku",2011,"april"
2011-04-28,20.55,13.35,70,23.63,30.28,0.21,"kita-ku",2011,"april"
2011-04-29,14.38,9.25,70,10.27,30.67,0.1,"kita-ku",2011,"april"
2011-04-30,17.46,11.3,72,17.46,30.88,0,"kita-ku",2011,"april"
2011-04-01,10.14,6.08,66,12.17,30.61,0,"koto-ku",2011,"april"
2011-04-02,14.2,5.07,57,11.16,30.37,0,"koto-ku",2011,"april"
2011-04-03,8.11,3.04,70,14.2,30.43,0.61,"koto-ku",2011,"april"
2011-04-04,9.13,1.01,59,14.2,30.55,0,"koto-ku",2011,"april"
2011-04-05,10.14,1.01,50,10.14,30.69,0,"koto-ku",2011,"april"
2011-04-06,13.18,6.08,54,9.13,30.73,0,"koto-ku",2011,"april"
2011-04-07,15.21,7.1,62,17.24,30.69,0,"koto-ku",2011,"april"
2011-04-08,16.23,9.13,69,28.39,30.55,0,"koto-ku",2011,"april"
2011-04-09,17.24,13.18,85,21.3,30.46,0.3,"koto-ku",2011,"april"
2011-04-10,13.18,8.11,74,11.16,30.43,0.1,"koto-ku",2011,"april"
2011-04-11,16.23,9.13,71,11.16,30.22,0,"koto-ku",2011,"april"
2011-04-12,11.16,1.01,53,15.21,30.37,0.3,"koto-ku",2011,"april"
2011-04-13,14.2,7.1,58,13.18,30.4,0,"koto-ku",2011,"april"
2011-04-14,16.23,9.13,57,11.16,30.31,0,"koto-ku",2011,"april"
2011-04-15,18.25,10.14,66,21.3,30.22,0,"koto-ku",2011,"april"
2011-04-16,20.28,11.16,63,18.25,30.13,0.1,"koto-ku",2011,"april"
2011-04-17,13.18,6.08,61,14.2,30.31,0,"koto-ku",2011,"april"
2011-04-18,15.21,8.11,71,11.16,30.16,0,"koto-ku",2011,"april"
2011-04-19,13.18,8.11,77,15.21,29.98,2.13,"koto-ku",2011,"april"
2011-04-20,12.17,6.08,69,8.11,30.28,0,"koto-ku",2011,"april"
2011-04-21,12.17,9.13,80,12.17,30.58,0.2,"koto-ku",2011,"april"
2011-04-22,15.21,11.16,77,9.13,30.49,0,"koto-ku",2011,"april"
2011-04-23,17.24,13.18,85,26.37,30.22,1.32,"koto-ku",2011,"april"
2011-04-24,16.23,12.17,70,14.2,30.1,0,"koto-ku",2011,"april"
2011-04-25,15.21,8.11,64,8.11,30.22,0.1,"koto-ku",2011,"april"
2011-04-26,15.21,7.1,62,13.18,30.34,0,"koto-ku",2011,"april"
2011-04-27,20.28,14.2,76,26.37,30.16,0,"koto-ku",2011,"april"
2011-04-28,20.28,13.18,70,23.32,29.89,0.2,"koto-ku",2011,"april"
2011-04-29,14.2,9.13,70,10.14,30.28,0.1,"koto-ku",2011,"april"
2011-04-30,17.24,11.16,72,17.24,30.49,0,"koto-ku",2011,"april"
2011-04-01,10.8,6.48,66,12.96,32.59,0,"meguro-ku",2011,"april"
2011-04-02,15.12,5.4,57,11.88,32.33,0,"meguro-ku",2011,"april"
2011-04-03,8.64,3.24,70,15.12,32.4,0.65,"meguro-ku",2011,"april"
2011-04-04,9.72,1.08,59,15.12,32.52,0,"meguro-ku",2011,"april"
2011-04-05,10.8,1.08,50,10.8,32.68,0,"meguro-ku",2011,"april"
2011-04-06,14.04,6.48,54,9.72,32.72,0,"meguro-ku",2011,"april"
2011-04-07,16.2,7.56,62,18.36,32.68,0,"meguro-ku",2011,"april"
2011-04-08,17.28,9.72,69,30.23,32.52,0,"meguro-ku",2011,"april"
2011-04-09,18.36,14.04,85,22.68,32.43,0.32,"meguro-ku",2011,"april"
2011-04-10,14.04,8.64,74,11.88,32.4,0.11,"meguro-ku",2011,"april"
2011-04-11,17.28,9.72,71,11.88,32.17,0,"meguro-ku",2011,"april"
2011-04-12,11.88,1.08,53,16.2,32.33,0.32,"meguro-ku",2011,"april"
2011-04-13,15.12,7.56,58,14.04,32.36,0,"meguro-ku",2011,"april"
2011-04-14,17.28,9.72,57,11.88,32.27,0,"meguro-ku",2011,"april"
2011-04-15,19.44,10.8,66,22.68,32.17,0,"meguro-ku",2011,"april"
2011-04-16,21.6,11.88,63,19.44,32.08,0.11,"meguro-ku",2011,"april"
2011-04-17,14.04,6.48,61,15.12,32.27,0,"meguro-ku",2011,"april"
2011-04-18,16.2,8.64,71,11.88,32.11,0,"meguro-ku",2011,"april"
2011-04-19,14.04,8.64,77,16.2,31.92,2.27,"meguro-ku",2011,"april"
2011-04-20,12.96,6.48,69,8.64,32.24,0,"meguro-ku",2011,"april"
2011-04-21,12.96,9.72,80,12.96,32.56,0.22,"meguro-ku",2011,"april"
2011-04-22,16.2,11.88,77,9.72,32.46,0,"meguro-ku",2011,"april"
2011-04-23,18.36,14.04,85,28.07,32.17,1.4,"meguro-ku",2011,"april"
2011-04-24,17.28,12.96,70,15.12,32.05,0,"meguro-ku",2011,"april"
2011-04-25,16.2,8.64,64,8.64,32.17,0.11,"meguro-ku",2011,"april"
2011-04-26,16.2,7.56,62,14.04,32.3,0,"meguro-ku",2011,"april"
2011-04-27,21.6,15.12,76,28.07,32.11,0,"meguro-ku",2011,"april"
2011-04-28,21.6,14.04,70,24.84,31.82,0.22,"meguro-ku",2011,"april"
2011-04-29,15.12,9.72,70,10.8,32.24,0.11,"meguro-ku",2011,"april"
2011-04-30,18.36,11.88,72,18.36,32.46,0,"meguro-ku",2011,"april"
2011-04-01,10.37,6.22,66,12.44,31.29,0,"minato-ku",2011,"april"
2011-04-02,14.51,5.18,57,11.4,31.04,0,"minato-ku",2011,"april"
2011-04-03,8.29,3.11,70,14.51,31.1,0.62,"minato-ku",2011,"april"
2011-04-04,9.33,1.04,59,14.51,31.23,0,"minato-ku",2011,"april"
2011-04-05,10.37,1.04,50,10.37,31.38,0,"minato-ku",2011,"april"
2011-04-06,13.48,6.22,54,9.33,31.41,0,"minato-ku",2011,"april"
2011-04-07,15.55,7.26,62,17.62,31.38,0,"minato-ku",2011,"april"
2011-04-08,16.59,9.33,69,29.03,31.23,0,"minato-ku",2011,"april"
2011-04-09,17.62,13.48,85,21.77,31.13,0.31,"minato-ku",2011,"april"
2011-04-10,13.48,8.29,74,11.4,31.1,0.1,"minato-ku",2011,"april"
2011-04-11,16.59,9.33,71,11.4,30.89,0,"minato-ku",2011,"april"
2011-04-12,11.4,1.04,53,15.55,31.04,0.31,"minato-ku",2011,"april"
2011-04-13,14.51,7.26,58,13.48,31.07,0,"minato-ku",2011,"april"
2011-04-14,16.59,9.33,57,11.4,30.98,0,"minato-ku",2011,"april"
2011-04-15,18.66,10.37,66,21.77,30.89,0,"minato-ku",2011,"april"
2011-04-16,20.73,11.4,63,18.66,30.8,0.1,"minato-ku",2011,"april"
2011-04-17,13.48,6.22,61,14.51,30.98,0,"minato-ku",2011,"april"
2011-04-18,15.55,8.29,71,11.4,30.83,0,"minato-ku",2011,"april"
2011-04-19,13.48,8.29,77,15.55,30.64,2.18,"minato-ku",2011,"april"
2011-04-20,12.44,6.22,69,8.29,30.95,0,"minato-ku",2011,"april"
2011-04-21,12.44,9.33,80,12.44,31.26,0.21,"minato-ku",2011,"april"
2011-04-22,15.55,11.4,77,9.33,31.16,0,"minato-ku",2011,"april"
2011-04-23,17.62,13.48,85,26.95,30.89,1.35,"minato-ku",2011,"april"
2011-04-24,16.59,12.44,70,14.51,30.77,0,"minato-ku",2011,"april"
2011-04-25,15.55,8.29,64,8.29,30.89,0.1,"minato-ku",2011,"april"
2011-04-26,15.55,7.26,62,13.48,31.01,0,"minato-ku",2011,"april"
2011-04-27,20.73,14.51,76,26.95,30.83,0,"minato-ku",2011,"april"
2011-04-28,20.73,13.48,70,23.84,30.55,0.21,"minato-ku",2011,"april"
2011-04-29,14.51,9.33,70,10.37,30.95,0.1,"minato-ku",2011,"april"
2011-04-30,17.62,11.4,72,17.62,31.16,0,"minato-ku",2011,"april"
2011-04-01,10.46,6.27,66,12.55,31.55,0,"nakano-ku",2011,"april"
2011-04-02,14.64,5.23,57,11.5,31.31,0,"nakano-ku",2011,"april"
2011-04-03,8.36,3.14,70,14.64,31.37,0.63,"nakano-ku",2011,"april"
2011-04-04,9.41,1.05,59,14.64,31.49,0,"nakano-ku",2011,"april"
2011-04-05,10.46,1.05,50,10.46,31.65,0,"nakano-ku",2011,"april"
2011-04-06,13.59,6.27,54,9.41,31.68,0,"nakano-ku",2011,"april"
2011-04-07,15.68,7.32,62,17.77,31.65,0,"nakano-ku",2011,"april"
2011-04-08,16.73,9.41,69,29.27,31.49,0,"nakano-ku",2011,"april"
2011-04-09,17.77,13.59,85,21.96,31.4,0.31,"nakano-ku",2011,"april"
2011-04-10,13.59,8.36,74,11.5,31.37,0.1,"nakano-ku",2011,"april"
2011-04-11,16.73,9.41,71,11.5,31.15,0,"nakano-ku",2011,"april"
