candidate_id,source_raw_id,title,year,doi,landing_url,pdf_url,final_decision,final_status,reason_code,evidence_level,evidence_text,retrieval_chain
FT031,RAW175,"Yield, quality and profitability of sensor-controlled irrigation: a case study of snapdragon (Antirrhinum majus L.) production",2016,10.1007/s00271-016-0511-y,https://link.springer.com/article/10.1007/s00271-016-0511-y?error=cookies_not_supported&code=b021b1ff-67db-4a1f-9c52-3776fe98b977,,include,include_after_landing_text,A03_PNCE_all_present_in_landing_text,doi_landing_text,"P=Yield, quality and profitability of sensor-controlled irrigation: a case study of snapdragon (Antirrhinum majus L.) production. Irrigation Science - Advanced wireless irrigation sensor networks that can monitor and control irrigation are only recently available commercially | N=me and labor, together with increased profitability. We examined the effects of wireless sensor networks to precisely control irrigation based on substrate moisture in a 0.15-ha greenhouse producing cut-flower snapdragons (Antirrhinum majus). We calculated changes in yield, production time, quality, | C=Yield, quality and profitability of sensor-controlled irrigation: a case study of snapdragon (Antirrhinum majus L.) production. Irrigation Science - Advanced wireless irrigation sensor networks that can monitor and control irrigation are only recently available c | E=so reduced, likely due to less frequent irrigation using sensor networks. These results are in line with other benefits we have seen by installing sensor networks in other types of ornamental operations. Advanced wireless irrigation sensor networks that can monitor and control irrigation are only re",metadata_only+landing_url; crossref=R08_crossref_text_insufficient; landing=A03_PNCE_all_present_in_landing_text
FT032,RAW176,An Intelligent Wireless Sensor and Actuator Network System for Greenhouse Microenvironment Control and Assessment,2017,10.5307/jbe.2017.42.1.023,https://doi.org/10.5307/jbe.2017.42.1.023,,include,include_after_fulltext_metadata,A01_PNCE_all_present_in_available_text,openalex_unpaywall_metadata,"P=also ascertains when, where, and how much to irrigate and spatially manages the irrigation schedule within the greenhouse grids. Further, given the need to understand the microclimate control dynamics of a greenhouse during the crop season or a specific time, a statistical assessment tool to estimat | N=An Intelligent Wireless Sensor and Actuator Network System for Greenhouse Microenvironment Control and Assessment. Purpose: As application-specific wireless sensor networks are gaining popularity, this paper discusses the development a | C=ent Wireless Sensor and Actuator Network System for Greenhouse Microenvironment Control and Assessment. Purpose: As application-specific wireless sensor networks are gaining popularity, this paper discusses the development and field performance of the GHAN, a greenhouse area network system to monito | E=ifferent outside weather conditions for a long period of time. Conclusions: Day results of the greenhouse microclimate control dynamics were recorded and analyzed, and they proved the successful operation of the system in keeping the greenhouse climate optimal and uniform most of the time, with high",abstract_available+landing_url
FT033,RAW177,Software Aspects of WSN for Monitoring in an Indian Greenhouse,2015,10.1109/cicn.2015.313,https://doi.org/10.1109/cicn.2015.313,,exclude,exclude_fulltext,R06_missing_PNCE_E,openalex_unpaywall_metadata,"P=at leads to the low production of greenhouse. In general equipment cost of drip irrigation, motors, solenoid valves etc. Which may cost upto Rs. 4 lakh, many not be affordable for greenhouse owners. Keep this in view, we propose an innovative implementation of software aspects of WSN (Wireless Senso | N=is in view, we propose an innovative implementation of software aspects of WSN (Wireless Sensor Networking) for monitoring greenhouses in Indian economical condition. Yuktix IOT hardware platform along with end sensor nodes and CDAU (Central data acquisition unit) together can be used to locally / r | C=pplication and Android application as well as their internal environment can be controlled locally/remotely using Yuktix controller. Same data in the cloud can be downloaded from the archive further to do the in-depth analysis like analysing the shift/second order statistics in the mean temperature | E=missing",abstract_available+landing_url
FT034,RAW179,Remote Monitoring and Smart Control System for Greenhouse Environmental and Automation Irrigations Based on WSNs and GSM Module,2020,10.1088/1757-899x/928/3/032037,https://doi.org/10.1088/1757-899x/928/3/032037,,include,include_after_fulltext_metadata,A01_PNCE_all_present_in_available_text,openalex_unpaywall_metadata,"P=are applied in the database are stored to be analyzed for purposes of improving Agriculture.. IOP Conference Series Materials Science and Engineering | N=ic irrigation and environmental monitoring inside the greenhouse based on WSNs (Wireless Sensor Networks) and GSM Module. The system is able to collect information about key environmental parameters, such as temperature, relative humidity, Water level within irrigation water tanks, light ratio, CO2 | C=Remote Monitoring and Smart Control System for Greenhouse Environmental and Automation Irrigations Based on WSNs and GSM Module. This paper depicts the automatic irrigation and environmental monitoring inside the greenhouse based on WSNs (Wireless | E=ion about key environmental parameters, such as temperature, relative humidity, Water level within irrigation water tanks, light ratio, CO2 dosage and soil dryness within the greenhouse. Analog signals from different sensors are converted to digital values by taking advantage of the ability of GSM (",abstract_available+landing_url
FT035,RAW180,Game Theory-Based Multi-Hop Routing Protocol with Metaheuristic Optimization-Based Clustering Process in WSN for Precision Agriculture,2024,10.18280/jesa.570302,https://doi.org/10.18280/jesa.570302,,include,include_after_fulltext_metadata,A01_PNCE_all_present_in_available_text,openalex_unpaywall_metadata,"P=l with Metaheuristic Optimization-Based Clustering Process in WSN for Precision Agriculture. In precision agriculture, a wireless sensor network (WSN) is employed to gather data pertaining to atmospheric conditions.WSN consists of sensor nodes installed at multiple points in a greenhouse for monitor | N=lustering Process in WSN for Precision Agriculture. In precision agriculture, a wireless sensor network (WSN) is employed to gather data pertaining to atmospheric conditions.WSN consists of sensor nodes installed at multiple points in a greenhouse for monitoring soil properties like moisture, pestic | C=development model to effectively manage irrigation, fertilization, and climate control systems in a greenhouse.This allows for exact control over temperature and humidity levels.By using appropriate inputs, crops may be effectively managed, resulting in improved crop health and increased yield.Reli | E=humidity levels.By using appropriate inputs, crops may be effectively managed, resulting in improved crop health and increased yield.Reliable transmission data is a crucial design objective for WSN in precision agriculture as the presence of foliage in the transmission channel causes significant at",abstract_available+landing_url
FT036,RAW181,Design of Smart Irrigation System in the Greenhouse Using WSN and Renewable Energies,2023,10.1007/978-3-031-21216-1_14,https://link.springer.com/chapter/10.1007/978-3-031-21216-1_14?error=cookies_not_supported&code=f146b24f-f2a0-4359-8e27-779f8bec12ef,,exclude,exclude_fulltext_unretrievable,R12_fulltext_or_abstract_unretrievable_after_OpenAlex_Unpaywall_Crossref_landing_checks,retrieval_failure_documented,No sufficient abstract/full-text evidence was retrievable. Conservative PRISMA eligibility rule: exclude rather than infer PNCE fit.,metadata_only+landing_url; crossref=R08_crossref_text_insufficient; landing=R10_landing_text_insufficient
FT037,RAW184,Optimizing Environmental Parameters in Smart Greenhouse Design with IoT and Sensor Networks,2024,10.1109/iccds60734.2024.10560448,https://doi.org/10.1109/iccds60734.2024.10560448,,include,include_after_fulltext_metadata,A01_PNCE_all_present_in_available_text,openalex_unpaywall_metadata,"P=reenhouse Design with IoT and Sensor Networks. This paper explores contemporary agricultural practices and cutting-edge technologies to improve crop yields. Implementing an intelligent greenhouse model that automates farm tasks, minimizing manual intervention. The closed structure of the greenhouse | N=inkSpeak, Soil moisture and temperature sensors feed data to NodeMCU V3 ESP8266 WiFi transceiver module controller, A key feature is integrating Android applications and web servers, enabling remote control and monitoring. This technological innovation ensures control over water and energy resources | C=tional agricultural irrigation methods, emphasizing efficient water consumption control and energy utilization. The proposed system integrates a distributed wireless sensor network, including soil moisture, humidity, and temperature sensors, utilizing the Blynk cloud-based IoT platform and ThinkSpea | E=ultural irrigation methods, emphasizing efficient water consumption control and energy utilization. The proposed system integrates a distributed wireless sensor network, including soil moisture, humidity, and temperature sensors, utilizing the Blynk cloud-based IoT platform and ThinkSpeak, Soil mois",abstract_available+landing_url
FT038,RAW189,Monitoring Plant Growth in a Greenhouse Using IoT with the Energy-Efficient Wireless Sensor Network,2022,10.1007/978-3-031-14748-7_5,https://link.springer.com/chapter/10.1007/978-3-031-14748-7_5?error=cookies_not_supported&code=6077b9ff-f1fb-4c04-896c-a1af241688dd,,exclude,exclude_fulltext_unretrievable,R12_fulltext_or_abstract_unretrievable_after_OpenAlex_Unpaywall_Crossref_landing_checks,retrieval_failure_documented,No sufficient abstract/full-text evidence was retrievable. Conservative PRISMA eligibility rule: exclude rather than infer PNCE fit.,metadata_only+landing_url; crossref=R08_crossref_text_insufficient; landing=R10_landing_text_insufficient
FT039,RAW191,Edge Computing in Smart Agriculture Scenario Based on TinyML for Irrigation Control,2023,10.1109/wf-iot58464.2023.10539452,https://doi.org/10.1109/wf-iot58464.2023.10539452,,include,include_after_fulltext_metadata,A01_PNCE_all_present_in_available_text,openalex_unpaywall_metadata,"P=Edge Computing in Smart Agriculture Scenario Based on TinyML for Irrigation Control. Various regions around the world are encountering substantial difficulties as a result of arid conditions, vulnerability to climate change, and water shortages | N=Edge Computing in Smart Agriculture Scenario Based on TinyML for Irrigation Control. Various regions around the world are encountering substantial difficulties as a result of arid conditions, vulnerability to climate cha | C=Edge Computing in Smart Agriculture Scenario Based on TinyML for Irrigation Control. Various regions around the world are encountering substantial difficulties as a result of arid conditions, vulnerability to climate change, and water shortages. These factors present significant obstacles to mai | E=Various regions around the world are encountering substantial difficulties as a result of arid conditions, vulnerability to climate change, and water shortages. These factors present significant obstacles to maintaining agricultural practices. Water stress resulting from limited water availability a",abstract_available+landing_url
FT040,RAW192,A Comprehensive IoT edge based smart irrigation system for tomato cultivation,2024,10.1016/j.iot.2024.101356,https://linkinghub.elsevier.com/retrieve/pii/S254266052400297X,,exclude,exclude_fulltext_unretrievable,R12_fulltext_or_abstract_unretrievable_after_OpenAlex_Unpaywall_Crossref_landing_checks,retrieval_failure_documented,No sufficient abstract/full-text evidence was retrievable. Conservative PRISMA eligibility rule: exclude rather than infer PNCE fit.,metadata_only+landing_url; crossref=R08_crossref_text_insufficient; landing=R10_landing_text_insufficient
FT041,RAW193,Edge IoT Prototyping Using Model-Driven Representations: A Use Case for Smart Agriculture,2024,10.3390/s24020495,https://doi.org/10.3390/s24020495,,include,include_after_fulltext_metadata,A01_PNCE_all_present_in_available_text,openalex_unpaywall_metadata,"P=Edge IoT Prototyping Using Model-Driven Representations: A Use Case for Smart Agriculture. Industry 4.0 is positioned at the junction of different disciplines, aiming to re-engineer processes and improve effectiveness and efficiency. It is taking over many industries whose traditional practices ar | N=Edge IoT Prototyping Using Model-Driven Representations: A Use Case for Smart Agriculture. Industry 4.0 is positioned at the junction of different disciplines, aiming to re-engineer processes and improve effectiveness and eff | C=ue detection, smart irrigation, etc.) and also include novel processes for crop control (reproducible environmental conditions, proven strategies for water stress, etc.). At the same time, advances in model-driven development (MDD) simplify software development by introducing domain-specific abstrac | E=for crop control (reproducible environmental conditions, proven strategies for water stress, etc.). At the same time, advances in model-driven development (MDD) simplify software development by introducing domain-specific abstractions of the code that makes application development feasible for doma",abstract_available+landing_url
FT042,RAW195,Smart agricultural monitoring system: a practical design approach,2022,10.1145/3567445.3569165,https://doi.org/10.1145/3567445.3569165,,exclude,exclude_fulltext,R05_review_or_secondary_study,openalex_unpaywall_metadata,"P=f Artificial Intelligence (AI) and Internet of Things (IoT) technologies, Smart Agriculture Systems (SAS) have seen considerable research into innovations such as early disease detection, irrigation control techniques and farm management systems. There have also been significant proprietary interest | N=ty and efficacy of our system, we designed and deployed weather-proof IoT-based wireless sensor nodes, with a command-and-control edge computing module and a pump control module on a family-owned smallholder rice paddy fields in Japan. We explain our methodology, experiences and challenges, which ma | C=siderable research into innovations such as early disease detection, irrigation control techniques and farm management systems. There have also been significant proprietary interests from organizations, that develop solutions with high-end hardware and software systems, which require a capital inves | E=missing",abstract_available+landing_url
FT043,RAW196,Implementing an Efficient Architecture for Latency Optimisation in Smart Farming,2024,10.1109/access.2024.3466994,https://doi.org/10.1109/access.2024.3466994,,include,include_after_fulltext_metadata,A01_PNCE_all_present_in_available_text,openalex_unpaywall_metadata,"P=ure for Latency Optimisation in Smart Farming. In various industries, including Agriculture, the application of the Fifth Generation (5G) of wireless technology has led to significant advancement. One of the most intriguing aspects of 5G technology is the potential to reduce latency for Internet of | N=cts of 5G technology is the potential to reduce latency for Internet of Things (IoT) applications, especially for latency-sensitive smart farming applications such as fire detection. The data generated by IoT devices such as sensors, cameras, and actuators in intelligent farming applications are gro | C=Plane Function (UPF) node to the edge of the network closer to users using the Control and User Plane Separation (CUPS) strategy. Furthermore, this paper further proposed Software-Defined Networking (SDN) based backhaul. This backhaul was configured to use the Open Network Operating System (ONOS) c | E=of services and applications with varying performance needs. The results of the experiment conducted on the Third Generation Partnership Project (3GPP) compliant 5G testbed demonstrated that the proposed architecture reduced the average Round Time Trip (RTT) by 60.7% while improving the throughput b",abstract_available+landing_url
FT044,RAW197,A Wireless Sensor Network Integrated with Edge Computing for Real-Time Crop Monitoring and Automated Irrigation,2024,10.1109/tssa63730.2024.10864141,https://doi.org/10.1109/tssa63730.2024.10864141,,include,include_after_fulltext_metadata,A01_PNCE_all_present_in_available_text,openalex_unpaywall_metadata,"P=uting for Real-Time Crop Monitoring and Automated Irrigation. Cloud-based smart agriculture systems struggle with real-time processing and connectivity in remote areas. This study integrates edge computing with WSNs to create a real-time crop monitoring and auto-irrigation system. The edge node hand | N=node handles RF communication with sensor and actuator nodes and connects to a LoRaWAN gateway provided by Packetworx using an SX1276 LoRa chip at 868 MHz. This design allows efficient data collection, local processing, and automated control without needing constant internet access. Implemented in | C=. This design allows efficient data collection, local processing, and automated control without needing constant internet access. Implemented in Rosario, Batangas, Philippines, the system monitors soil moisture, NPK levels, temperature, and humidity, and controls irrigation via five solenoid valves. | E=on with sensor and actuator nodes and connects to a LoRaWAN gateway provided by Packetworx using an SX1276 LoRa chip at 868 MHz. This design allows efficient data collection, local processing, and automated control without needing constant internet access. Implemented in Rosario, Batangas, Philippin",abstract_available+landing_url
FT045,RAW207,Security and Privacy in Smart Farming: Challenges and Opportunities,2020,10.1109/access.2020.2975142,https://doi.org/10.1109/access.2020.2975142,,exclude,exclude_fulltext,R05_review_or_secondary_study,openalex_unpaywall_metadata,"P=of domains such as automobile, smart home, healthcare, etc. In particular, the Agriculture and Farming industries have also embraced this technological intervention. Smart devices are widely used by a range of people from farmers to entrepreneurs. These technologies are used in a variety of ways, f | N=and Privacy in Smart Farming: Challenges and Opportunities. Internet of Things (IoT) and smart computing technologies have revolutionized every sphere of 21 <sup xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">st</sup> century humans. IoT technologies and th | C=missing | E=missing",abstract_available+landing_url
FT046,RAW215,Design and Implementation of Crop Automatic Diagnosis and Treatment System Based on Internet of Things,2021,10.1088/1742-6596/1883/1/012062,https://doi.org/10.1088/1742-6596/1883/1/012062,,include,include_after_fulltext_metadata,A01_PNCE_all_present_in_available_text,openalex_unpaywall_metadata,"P=eatment System Based on Internet of Things. Abstract This paper designs a smart agriculture Internet of Things system which combines crop disease detection with automatic diagnosis and treatment, and provides support for subsequent research on crop disease detection and control. The smart agricultur | N=rs environmental data, which is uploaded to the cloud by BC35 module through NB-IoT protocol and can be viewed by users on the display screen. Users can adjust the exhaust system, lighting system and humidification system in the system through the cloud or mobile phone to improve the environment and | C=ent, and provides support for subsequent research on crop disease detection and control. The smart agricultural Internet of Things system uses TCS3200 colour sensor to identify leaf disease characteristics; colour sensor sends the data back; This system compares it with the recorded plant identifica | E=oud or mobile phone to improve the environment and alleviate crop diseases. The experimental results show that the intelligent agricultural Internet of Things system designed in this paper has achieved the initial goal, and can roughly judge the disease types of plants by leaf colour, which has grea",abstract_available+landing_url
FT047,RAW216,Role of IoT in sustainable farming,2020,10.1201/b22627-8,https://doi.org/10.1201/b22627-8,,exclude,exclude_fulltext,R06_missing_PNCE_E,openalex_unpaywall_metadata,"P=rol and adopting the latest IoT-based technologies. IoT policies are focused on agriculture to strengthen the Indian economy all over the world. To transform the agriculture in a more efficient and innovative way, Huawei Company launched an App named NB-IoT. It provides cost-effective agriculture so | N=Role of IoT in sustainable farming. Computing and communication have been revolutionized with the invention of Internet of Things (IoT). Smart farming can be achieved by introducing automation in irrigation, monitoring and contr | C=farming can be achieved by introducing automation in irrigation, monitoring and controlling of crop growth, pest control and insect population control and adopting the latest IoT-based technologies. IoT policies are focused on agriculture to strengthen the Indian economy all over the world. To trans | E=missing",abstract_available+landing_url
FT048,RAW217,Design of Agricultural Irrigation Hydropower Dual Control Intelligent Equipment Based on NB-IoT Technology,2018,10.1145/3208854.3208897,https://doi.org/10.1145/3208854.3208897,,include,include_after_fulltext_metadata,A01_PNCE_all_present_in_available_text,openalex_unpaywall_metadata,"P=l water price, promote agricultural water saving and sustainable development of agriculture, meet the need of water management and metering and charge for farmland water conservancy, agricultural irrigation hydropower dual control intelligent equipment based on NB-IoT technology. In order to ensure | N=ricultural Irrigation Hydropower Dual Control Intelligent Equipment Based on NB-IoT Technology. In order to establish and improve the formation mechanism of agricultural water price, promote agricultural water saving and sustainable development of agriculture, meet the need of water management and m | C=Design of Agricultural Irrigation Hydropower Dual Control Intelligent Equipment Based on NB-IoT Technology. In order to establish and improve the formation mechanism of agricultural water price, promote agricultural water saving and sustainable development of agricultur | E=ure the safety of system charging, the reliability of command execution and the accuracy of data collection, the equipment adopts the design of ""one card dual-use"" and ""one card dual control"" according to the actual functional requirements of the task. A smart IC card can achieve water and electrici",abstract_available+landing_url
FT049,RAW242,Intelligent Data Analytics Framework for Precision Farming Using IoT and Regressor Machine Learning Algorithms,2022,10.3390/app12199992,https://doi.org/10.3390/app12199992,,include,include_after_fulltext_metadata,A01_PNCE_all_present_in_available_text,openalex_unpaywall_metadata,"P=g with precise greenhouse monitoring in various scenarios is vital for improved agricultural growth management. The Internet of Things (IoT) leads to a modern age in computer networking that is gaining traction. This paper used a regression-based supervised machine learning approach to demonstrate a | N=Intelligent Data Analytics Framework for Precision Farming Using IoT and Regressor Machine Learning Algorithms. Smart farming with precise greenhouse monitoring in various scenarios is vital for improved agricultural growth management. The Internet of Things (IoT) leads to a modern ag | C=regression-based supervised machine learning approach to demonstrate a precise control of sensing parameters, CO2, soil moisture, temperature, humidity, and light intensity, in a smart greenhouse agricultural system. The proposed scheme comprised four main components: cloud, fog, edge, and sensor. | E=erated for the control of CO2, soil moisture, temperature, humidity, and light, resulting in improved management. Overall implementation was remotely monitored via the IoT using Message Query Telemetry Transport (MQTT), and sensor data were analysed for their standard and anomalous behaviours. Then,",abstract_available+landing_url
FT050,RAW245,"Intelligent greenhouse monitoring and control scheme: An arrangement of Sensors, Raspberry Pi based Embedded System and IoT platform",2020,10.17485/ijst/v13i27.311,https://doi.org/10.17485/ijst/v13i27.311,,include,include_after_fulltext_metadata,A01_PNCE_all_present_in_available_text,openalex_unpaywall_metadata,"P=data being forwarded to the gateway. The gateway nodes direct this data to the agriculture professional(s) through a web browser over the internet. Findings: Based on the received data, the ES triggers the intelligent decision-making by implementing appropriate arrangements to regulate climate para | N=ntrol scheme: An arrangement of Sensors, Raspberry Pi based Embedded System and IoT platform. Objectives/ Methods: The conventional farming approaches have been found unable to deliver an appropriate quantity of fertilizer. Similarly, no explicit measure can be established to regulate the climate pa | C=Intelligent greenhouse monitoring and control scheme: An arrangement of Sensors, Raspberry Pi based Embedded System and IoT platform. Objectives/ Methods: The conventional farming approaches have been found unable to deliver an appropriate quantity of fertil | E=system include uninterrupted mobile monitoring of the greenhouse, improved crop yield and productivity, negligible human interface/dependency. Keywords: Agricultural monitoring; greenhouses; embedded system; sensor networks (SN); IoT. Indian Journal of Science and Technology",abstract_available+landing_url
FT051,RAW246,Greenhouse Climate Controller by Using of Internet of Things Technology and Fuzzy Logic,2021,10.18280/i2m.200105,https://doi.org/10.18280/i2m.200105,,include,include_after_fulltext_metadata,A01_PNCE_all_present_in_available_text,openalex_unpaywall_metadata,"P=Greenhouse Climate Controller by Using of Internet of Things Technology and Fuzzy Logic. The Internet of Things (IoT) is a new, ongoing revolution. It often uses wireless sensor network (WSN) technologies because these t | N=a acquisition and processing. The input variables are analog values captured by ZigBee wireless network sensors that are then processed using fuzzy logic control software with heating and extractor control signals. At the same time, all data were sent to the server through a Wi-Fi internet connectio | C=Greenhouse Climate Controller by Using of Internet of Things Technology and Fuzzy Logic. The Internet of Things (IoT) is a new, ongoing revolution. It often uses wireless sensor network (WSN) technologies because these technologies are amo | E=analysis of the data via a web browser with tablets, smartphones, and laptops. Results show that the choice of a fuzzy logic controller could promote a comfortable greenhouse micro-climate. Also, we showed the efficiency of our proposed solution for greenhouse climate remote monitoring anywhere via",abstract_available+landing_url
FT052,RAW248,Design and Manufacture of a Smart Greenhouse with Supervisory Control of Environmental Parameters Using Fuzzy Inference Controller,2020,10.1109/icspis51611.2020.9349619,https://doi.org/10.1109/icspis51611.2020.9349619,,include,include_after_fulltext_metadata,A01_PNCE_all_present_in_available_text,openalex_unpaywall_metadata,"P=icial intelligence has been working in the world, including IoT applications in agriculture. The Internet of Things and artificial intelligence can be used to optimize water, energy consumption, more and better production of agricultural products. In this paper, an IoT-based smart greenhouse is desi | N=ironmental Parameters Using Fuzzy Inference Controller. The Internet of Things (IoT) is an Internet network consisting of a set of objects through which they can communicate with each other. Anything that can collect data, be controlled, or communicate remotely is subject to the definition of object | C=Design and Manufacture of a Smart Greenhouse with Supervisory Control of Environmental Parameters Using Fuzzy Inference Controller. The Internet of Things (IoT) is an Internet network consisting of a set of objects through which they can communicate with each other. Anything that c | E=e Internet of Things and artificial intelligence can be used to optimize water, energy consumption, more and better production of agricultural products. In this paper, an IoT-based smart greenhouse is designed and implemented with a monitoring controller to check data and prevent plant damage, and a",abstract_available+landing_url
FT053,RAW249,An Integrated IoT Sensor-Camera System toward Leveraging Edge Computing for Smart Greenhouse Mushroom Cultivation,2024,10.3390/agriculture14030489,https://doi.org/10.3390/agriculture14030489,,exclude,exclude_fulltext,R06_missing_PNCE_E,openalex_unpaywall_metadata,"P=tritious and commercial mushroom benefits and its convenience in adapting smart agriculture technologies. Traditional Device-Cloud protocol in smart agriculture wastes network resources when big data from Internet of Things (IoT) devices are directly transmitted to the cloud server without processin | N=An Integrated IoT Sensor-Camera System toward Leveraging Edge Computing for Smart Greenhouse Mushroom Cultivation. Industrial greenhouse mushroom cultivation is currently promising, due to the nutritious and commercial mushroom benefi | C=data reduction, and lightweight artificial intelligence (AI)-based data quality control (for anomalous environmental conditions detection) together with real-time AI model deployment (for mushroom detection) are compatible with edge computing. Integrating the Edge Layer as the center of the traditio | E=missing",abstract_available+landing_url
FT054,RAW250,IoT Based Smart Greenhouse Design with an Intelligent Supervisory Fuzzy Optimized Controller,2021,10.1109/icwr51868.2021.9443022,https://doi.org/10.1109/icwr51868.2021.9443022,,include,include_after_fulltext_metadata,A01_PNCE_all_present_in_available_text,openalex_unpaywall_metadata,"P=IoT Based Smart Greenhouse Design with an Intelligent Supervisory Fuzzy Optimized Controller. Internet of things (IoT) alludes to the network of physical objects that are connected to the internet, to share data and send control command | N=IoT Based Smart Greenhouse Design with an Intelligent Supervisory Fuzzy Optimized Controller. Internet of things (IoT) alludes to the network of physical objects that are connected to the internet, to share data and send | C=T Based Smart Greenhouse Design with an Intelligent Supervisory Fuzzy Optimized Controller. Internet of things (IoT) alludes to the network of physical objects that are connected to the internet, to share data and send control commands. It has been used in many plants for different purposes. This pa | E=tely and also be notified of the occurrence of any event like a fire. Practical results show that greenhouse parameters are successfully controlled by the suggested controller..",abstract_available+landing_url
FT055,RAW251,Adaptive Deep Learning Model to Enhance Smart Greenhouse Agriculture,2023,10.32604/cmc.2023.042179,https://doi.org/10.32604/cmc.2023.042179,,include,include_after_fulltext_metadata,A01_PNCE_all_present_in_available_text,openalex_unpaywall_metadata,"P=Adaptive Deep Learning Model to Enhance Smart Greenhouse Agriculture. The trend towards smart greenhouses stems from various factors, including a lack of agricultural land area owing to population concentration and housing construction on agricultural land, as well as water sh | N=mber, pepper, tomato, and bean. The proposed model uses the Internet of Things (IoT) to collect data on agricultural operations and then uses this data to control and monitor these operations in real time. This helps to ensure that crops are getting the right amount of fertilizer, water, light, and | C=ses a one-dimensional convolutional neural network (CNN) deep learning model to control the growth of strategic crops, including cucumber, pepper, tomato, and bean. The proposed model uses the Internet of Things (IoT) to collect data on agricultural operations and then uses this data to control and | E=voltaic construction process, agricultural engineers, and research centers. The experimental results showed that the precision, recall, F1-measures, and accuracy of the one-dimensional CNN for the tested dataset were approximately 97.3%, 98.2%, 97.25%, and 97.56%, respectively. The new smart greenho",abstract_available+landing_url
FT056,RAW252,Smart Greenhouse Control via NB-IoT,2022,10.32604/iasc.2022.026927,https://doi.org/10.32604/iasc.2022.026927,,exclude,exclude_fulltext,R06_missing_PNCE_E,openalex_unpaywall_metadata,"P=warming has complicated traditional methods to infer the weather. To this end, agriculture has also given more attention to greenhouse cultivation. In the early days of industrial research, Wi-Fi and ZigBee were used as short-or medium-distance communication technologies for transmissions in the ne | N=IoT architecture. Instead of long-distance communication technologies, such as LoRa and NB-IoT, the features of low power consumption and low cost are also more favored by the industry. This article uses the NB-IoT communication module with various sensors to monitor and control a small smart green | C=Smart Greenhouse Control via NB-IoT. The Internet of Things (IoT) has flourished in recent years, which brings convenience to people’s lives, improves the quality of life, allows more effectively managing and maximizing benefits in indus | E=missing",abstract_available+landing_url
FT057,RAW254,A drip irrigation prediction system in a greenhouse based on long short-term memory and connected objects,2023,10.23939/mmc2023.02.524,https://doi.org/10.23939/mmc2023.02.524,,include,include_after_fulltext_metadata,A01_PNCE_all_present_in_available_text,openalex_unpaywall_metadata,"P=A drip irrigation prediction system in a greenhouse based on long short-term memory and connected objects. Smart greenhouses use Internet of Things (IoT) technology to monitor and control various factors that affect plant growt | N=rt-term memory and connected objects. Smart greenhouses use Internet of Things (IoT) technology to monitor and control various factors that affect plant growth, such as soil humidity, indoor humidity, soil temperature, rain sensor, illumination, and indoor temperature. Sensors and actuators connecte | C=jects. Smart greenhouses use Internet of Things (IoT) technology to monitor and control various factors that affect plant growth, such as soil humidity, indoor humidity, soil temperature, rain sensor, illumination, and indoor temperature. Sensors and actuators connected to an IoT network can collect | E=n is predicted using GRU, LSTM, and BLSTM and a comparison was made between the results of the three techniques, and the technique with the best result was selected.. Mathematical Modeling and Computing",abstract_available+landing_url
FT058,RAW257,Smart Nursery with Health Monitoring System Through Integration of IoT and Machine Learning,2020,10.1108/978-1-83909-099-820201017,https://doi.org/10.1108/978-1-83909-099-820201017,,include,include_after_fulltext_metadata,A01_PNCE_all_present_in_available_text,openalex_unpaywall_metadata,"P=y growing demand for food. In this chapter, the authors have introduced a smart greenhouse by integration of two leading technologies in the market (i.e., Machine Learning and IoT). In proposed model, several sensors are used for data collection and managing the environment of greenhouse. The idea i | N=Smart Nursery with Health Monitoring System Through Integration of IoT and Machine Learning. Abstract Internet of Things (IoT) and artificial intelligence are two leading technologies that bought revolution to each and every field of humans using in daily life by making everything smart | C=air quality, etc. to monitor the nursery internal environment and maintain the control and flow of water and other minerals inside the nursery. The nursery will have a solar panel from which it stores the electricity generated from the sun, a small fan to control the flow of air and pressure. A cam | E=o monitor the nursery internal environment and maintain the control and flow of water and other minerals inside the nursery. The nursery will have a solar panel from which it stores the electricity generated from the sun, a small fan to control the flow of air and pressure. A camera will also be equ",abstract_available+landing_url
